CIE10_X,CIE10,DESCRIPCION CIE
D804,D804,DEFICIENCIA SELECTIVA DE INMUNOGLOBULINA M [IGM]
D805,D805,INMUNODEFICIENCIA CON INCREMENTO DE INMUNOGLOBULINA M [IGM]
D806,D806,DEFICIENCIA DE ANTICUERPOS CON INMUNOGLOBULINAS CASI NORMALES O CON HIPERINMUNOGLOBULINEMIA
D807,D807,HIPOGAMMAGLOBULINEMIA TRANSITORIA DE LA INFANCIA
D808,D808,OTRAS INMUNODEFICIENCIAS CON PREDOMINIO DE DEFECTOS DE LOS ANTICUERPOS
D809,D809,INMUNODEFICIENCIA CON PREDOMINIO DE DEFECTOS DE LOS ANTICUERPOS
D810,D810,INMUNODEFICIENCIA COMBINADA SEVERA [IDCS] CON DISGENESIA RETICULAR
D811,D811,INMUNODEFICIENCIA COMBINADA SEVERA [IDCS] CON LINFOCITOPENIA T Y B
D812,D812,INMUNODEFICIENCIA COMBINADA SEVERA [IDCS] CON CIFRA BAJA O NORMAL DE LINFOCITOS B
D813,D813,DEFICIENCIA DE LA ADENOSINA DEAMINASA [ADA]
D814,D814,SINDROME DE NEZELOF
D815,D815,DEFICIENCIA DE LA FOSFORILASA PURINONUCLEOSIDA [FPN]
D816,D816,DEFICIENCIA DE LA CLASE I DEL COMPLEJO DE HISTOCOMPATIBILIDAD MAYOR
D817,D817,DEFICIENCIA DE LA CLASE II DEL COMPLEJO DE HISTOCOMPATIBILIDAD MAYOR
D818,D818,OTRAS INMUNODEFICIENCIAS COMBINADAS
D819,D819,INMUNODEFICIENCIA COMBINADA
D820,D820,SINDROME DE WISKOTT-ALDRICH
D821,D821,SINDROME DE DI GEORGE
D822,D822,INMUNODEFICIENCIA CON ENANISMO MICROMELICO [MIEMBROS CORTOS]
D823,D823,INMUNODEFICIENCIA CONSECUTIVA A RESPUESTA DEFECTUOSA HEREDITARIA CONTRA EL VIRUS DE EPSTEIN-BARR
D824,D824,SINDROME DE HIPERINMUNOGLOBULINA E [IGE]
D828,D828,INMUNODEFICIENCIA ASOCIADA CON OTROS DEFECTOS MAYORES ESPECIFICADOS
D829,D829,INMUNODEFICIENCIA ASOCIADA CON DEFECTOS MAYORES NO ESPECIFICADOS
D830,D830,INMUNODEFICIENCIA VARIABLE COMUN CON PREDOMINIO DE ANORMALIDADES EN EL NUMERO Y LA FUNCION DE LOS LINFOCITOS B
D831,D831,INMUNODEFICIENCIA VARIABLE COMUN CON PREDOMINIO DE TRASTORNOS INMUNORREGULADORES DE LOS LINFOCITOS T
D832,D832,INMUNODEFICIENCIA VARIABLE COMUN CON AUTOANTICUERPOS ANTI-B O ANTI-T
D838,D838,OTRAS INMUNODEFICIENCIAS VARIABLES COMUNES
D839,D839,INMUNODEFICIENCIA VARIABLE COMUN
D840,D840,DEFECTO DE LA FUNCION DEL ANTIGENO-1 DEL LINFOCITO [LFA-1]
D841,D841,DEFECTO DEL SISTEMA DEL COMPLEMENTO
D848,D848,OTRAS INMUNODEFICIENCIAS ESPECIFICADAS
D849,D849,INMUNODEFICIENCIA
D860,D860,SARCOIDOSIS DEL PULMON
D861,D861,SARCOIDOSIS DE LOS GANGLIOS LINFATICOS
D862,D862,SARCOIDOSIS DEL PULMON Y DE LOS GANGLIOS LINFATICOS
D863,D863,SARCOIDOSIS DE LA PIEL
D868,D868,SARCOIDOSIS DE OTROS SITIOS ESPECIFICADOS O DE SITIOS COMBINADOS
D869,D869,SARCOIDOSIS DE SITIO NO ESPECIFICADO
D890,D890,HIPERGAMMAGLOBULINEMIA POLICLONAL
D891,D891,CRIOGLOBULINEMIA
D892,D892,HIPERGAMMAGLOBULINEMIA
D893,D893,SINDROME DE RECONSTITUCION INMUNE
D898,D898,OTROS TRASTORNOS ESPECIFICADOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD
D899,D899,TRASTORNO QUE AFECTA AL MECANISMO DE LA INMUNIDAD
E000,E000,SINDROME CONGENITO DE DEFICIENCIA DE YODO
E001,E001,SINDROME DE DEFICIENCIA CONGENITA DE YODO
E002,E002,SINDROME CONGENITO DE DEFICIENCIA DE YODO
E009,E009,SINDROME CONGENITO DE DEFICIENCIA DE YODO
E010,E010,BOCIO DIFUSO (ENDEMICO) RELACIONADO CON DEFICIENCIA DE YODO
E011,E011,BOCIO MULTINODULAR (ENDEMICO) RELACIONADO CON DEFICIENCIA DE YODO
E012,E012,BOCIO (ENDEMICO) RELACIONADO CON DEFICIENCIA DE YODO
E018,E018,OTROS TRASTORNOS DE LA TIROIDES RELACIONADOS CON DEFICIENCIA DE YODO Y AFECCIONES SIMILARES
E02X,E02,HIPOTIROIDISMO SUBCLINICO POR DEFICIENCIA DE YODO
E030,E030,HIPOTIROIDISMO CONGENITO CON BOCIO DIFUSO
E031,E031,HIPOTIROIDISMO CONGENITO SIN BOCIO
E032,E032,HIPOTIROIDISMO DEBIDO A MEDICAMENTOS Y A OTRAS SUSTANCIAS EXOGENAS
E033,E033,HIPOTIROIDISMO POSTINFECCIOSO
E034,E034,ATROFIA DE TIROIDES (ADQUIRIDA)
E035,E035,COMA MIXEDEMATOSO
E038,E038,OTROS HIPOTIROIDISMOS ESPECIFICADOS
E039,E039,HIPOTIROIDISMO
E040,E040,BOCIO DIFUSO NO TOXICO
E041,E041,NODULO TIROIDEO SOLITARIO NO TOXICO
E042,E042,BOCIO MULTINODULAR NO TOXICO
E048,E048,OTROS BOCIOS NO TOXICOS ESPECIFICADOS
E049,E049,BOCIO NO TOXICO
E050,E050,TIROTOXICOSIS CON BOCIO DIFUSO
E051,E051,TIROTOXICOSIS CON NODULO SOLITARIO TIROIDEO TOXICO
E052,E052,TIROTOXICOSIS CON BOCIO MULTINODULAR TOXICO
E053,E053,TIROTOXICOSIS POR TEJIDO TIROIDEO ECTOPICO
E054,E054,TIROTOXICOSIS FACTICIA
E055,E055,CRISIS O TORMENTA TIROTOXICA
E058,E058,OTRAS TIROTOXICOSIS
E059,E059,TIROTOXICOSIS
E060,E060,TIROIDITIS AGUDA
E061,E061,TIROIDITIS SUBAGUDA
E062,E062,TIROIDITIS CRONICA CON TIROTOXICOSIS TRANSITORIA
E063,E063,TIROIDITIS AUTOINMUNE
E064,E064,TIROIDITIS INDUCIDA POR DROGAS
E065,E065,OTRAS TIROIDITIS CRONICAS
E069,E069,TIROIDITIS
E070,E070,HIPERSECRECION DE CALCITONINA
E071,E071,BOCIO DISHORMOGENETICO
E078,E078,OTROS TRASTORNOS ESPECIFICADOS DE LA GLANDULA TIROIDES
E079,E079,TRASTORNO DE LA GLANDULA TIROIDES
E100,E100,DIABETES MELLITUS TIPO 1
E101,E101,DIABETES MELLITUS TIPO 1
E102,E102,DIABETES MELLITUS TIPO 1
E103,E103,DIABETES MELLITUS TIPO 1
E104,E104,DIABETES MELLITUS TIPO 1
E105,E105,DIABETES MELLITUS TIPO 1
E106,E106,DIABETES MELLITUS TIPO 1
E107,E107,DIABETES MELLITUS TIPO 1
E108,E108,DIABETES MELLITUS TIPO 1
E109,E109,DIABETES MELLITUS TIPO 1
E110,E110,DIABETES MELLITUS TIPO 2
E111,E111,DIABETES MELLITUS TIPO 2
E112,E112,DIABETES MELLITUS TIPO 2
E113,E113,DIABETES MELLITUS TIPO 2
E114,E114,DIABETES MELLITUS TIPO 2
E115,E115,DIABETES MELLITUS TIPO 2
E116,E116,DIABETES MELLITUS TIPO 2
E117,E117,DIABETES MELLITUS TIPO 2
E118,E118,DIABETES MELLITUS TIPO 2
E119,E119,DIABETES MELLITUS TIPO 2
E120,E120,DIABETES MELLITUS ASOCIADA CON DESNUTRICION
E121,E121,DIABETES MELLITUS ASOCIADA CON DESNUTRICION
E122,E122,DIABETES MELLITUS ASOCIADA CON DESNUTRICION
E123,E123,DIABETES MELLITUS ASOCIADA CON DESNUTRICION
E124,E124,DIABETES MELLITUS ASOCIADA CON DESNUTRICION
E125,E125,DIABETES MELLITUS ASOCIADA CON DESNUTRICION
E126,E126,DIABETES MELLITUS ASOCIADA CON DESNUTRICION
E127,E127,DIABETES MELLITUS ASOCIADA CON DESNUTRICION
E128,E128,DIABETES MELLITUS ASOCIADA CON DESNUTRICION
E129,E129,DIABETES MELLITUS ASOCIADA CON DESNUTRICION
E130,E130,OTRAS DIABETES MELLITUS ESPECIFICADAS
E131,E131,OTRAS DIABETES MELLITUS ESPECIFICADAS
E132,E132,OTRAS DIABETES MELLITUS ESPECIFICADAS
E133,E133,OTRAS DIABETES MELLITUS ESPECIFICADAS
E134,E134,OTRAS DIABETES MELLITUS ESPECIFICADAS
E135,E135,OTRAS DIABETES MELLITUS ESPECIFICADAS
E136,E136,OTRAS DIABETES MELLITUS ESPECIFICADAS
E137,E137,OTRAS DIABETES MELLITUS ESPECIFICADAS
E138,E138,OTRAS DIABETES MELLITUS ESPECIFICADAS
E139,E139,OTRAS DIABETES MELLITUS ESPECIFICADAS
E140,E140,DIABETES MELLITUS NO ESPECIFICADA
E141,E141,DIABETES MELLITUS NO ESPECIFICADA
E142,E142,DIABETES MELLITUS NO ESPECIFICADA
E143,E143,DIABETES MELLITUS NO ESPECIFICADA
E144,E144,DIABETES MELLITUS NO ESPECIFICADA
E145,E145,DIABETES MELLITUS NO ESPECIFICADA
E146,E146,DIABETES MELLITUS NO ESPECIFICADA
E147,E147,DIABETES MELLITUS NO ESPECIFICADA
E148,E148,DIABETES MELLITUS NO ESPECIFICADA
E149,E149,DIABETES MELLITUS NO ESPECIFICADA
E15X,E15,COMA HIPOGLICEMICO NO DIABETICO
E160,E160,HIPOGLICEMIA SIN COMA
E161,E161,OTRAS HIPOGLICEMIAS
E162,E162,HIPOGLICEMIA
E163,E163,SECRECION EXAGERADA DEL GLUCAGON
E164,E164,SECRECION ANORMAL DE GASTRINA
E168,E168,OTROS TRASTORNOS ESPECIFICADOS DE LA SECRECION INTERNA DEL PANCREAS
E169,E169,TRASTORNOS DE LA SECRECION INTERNA DEL PANCREAS
E200,E200,HIPOPARATIROIDISMO IDIOPATICO
E201,E201,PSEUDOHIPOPARATIROIDISMO
E208,E208,OTROS TIPOS DE HIPOPARATIROIDISMO
E209,E209,HIPOPARATIROIDISMO
E210,E210,HIPERPARATIROIDISMO PRIMARIO
E211,E211,HIPERPARATIROIDISMO SECUNDARIO NO CLASIFICADO EN OTRA PARTE
E212,E212,OTROS TIPOS DE HIPERPARATIROIDISMO
E213,E213,HIPERPARATIROIDISMO
E214,E214,OTROS TRASTORNOS ESPECIFICADOS DE LA GLANDULA PARATIROIDES
E215,E215,TRASTORNO DE LA GLANDULA PARATIROIDES
E220,E220,ACROMEGALIA Y GIGANTISMO HIPOFISARIO
E221,E221,HIPERPROLACTINEMIA
E222,E222,SINDROME DE SECRECION INAPROPIADA DE HORMONA ANITIDIURETICA
E228,E228,OTRAS HIPERFUNCIONES DE LA GLANDULA HIPOFISIS
E229,E229,HIPERFUNCION DE LA GLANDULA HIPOFISIS
E230,E230,HIPOPITUITARISMO
E231,E231,HIPOPITUITARISMO INDUCIDO POR DROGAS
E232,E232,DIABETES INSIPIDA
E233,E233,DISFUNCION HIPOTALAMICA
E236,E236,OTROS TRASTORNOS DE LA GLANDULA HIPOFISIS
E237,E237,TRASTORNO DE LA GLANDULA HIPOFISIS
E240,E240,ENFERMEDAD DE CUSHING DEPENDIENTE DE LA HIPOFISIS
E241,E241,SINDROME DE NELSON
E242,E242,SINDROME DE CUSHING INDUCIDO POR DROGAS
E243,E243,SINDROME DE ACTH ECTOPICO
E244,E244,SINDROME DE SEUDO-CUSHING INDUCIDO POR ALCOHOL
E248,E248,OTROS TIPOS DE SINDROME DE CUSHING
E249,E249,SINDROME DE CUSHING
E250,E250,TRASTORNOS ADRENOGENITALES CONGENITOS CON DEFICIENCIA ENZIMATICA
E258,E258,OTROS TRASTORNOS ADRENOGENITALES
E259,E259,TRASTORNO ADRENOGENITAL
E260,E260,HIPERALDOSTERONISMO PRIMARIO
E261,E261,HIPERALDOSTERONISMO SECUNDARIO
E268,E268,OTROS TIPOS DE HIPERALDOSTERONISMO
E269,E269,HIPERALDOSTERONISMO
E270,E270,OTRA HIPERACTIVIDAD CORTICOSUPRARRENAL
E271,E271,INSUFICIENCIA CORTICOSUPRARRENAL PRIMARIA
E272,E272,CRISIS ADDISONIANA
E273,E273,INSUFICIENCIA CORTICOSUPRARRENAL INDUCIDA POR DROGAS
E274,E274,OTRAS INSUFICIENCIAS CORTICOSUPRARRENALES Y LAS NO ESPECIFICADAS
E275,E275,HIPERFUNCION DE LA MEDULA SUPRARRENAL
E278,E278,OTROS TRASTORNOS ESPECIFICADOS DE LA GLANDULA SUPRARRENAL
E279,E279,TRASTORNO DE LA GLANDULA SUPRARRENAL
E280,E280,EXCESO DE ESTROGENOS
E281,E281,EXCESO DE ANDROGENOS
E282,E282,SINDROME DE OVARIO POLIQUISTICO
E283,E283,INSUFICIENCIA OVARICA PRIMARIA
E288,E288,OTRAS DISFUNCIONES OVARICAS
E289,E289,DISFUNCION OVARICA
E290,E290,HIPERFUNCION TESTICULAR
E291,E291,HIPOFUNCION TESTICULAR
E298,E298,OTRAS DISFUNCIONES TESTICULARES
E299,E299,DISFUNCION TESTICULAR
E300,E300,PUBERTAD RETARDADA
E301,E301,PUBERTAD PRECOZ
E308,E308,OTROS TRASTORNOS DE LA PUBERTAD
E309,E309,TRASTORNO DE LA PUBERTAD
E310,E310,INSUFICIENCIA POLIGLANDULAR AUTOINMUNE
E311,E311,HIPERFUNCION POLIGLANDULAR
E318,E318,OTRAS DISFUNCIONES POLIGLANDULARES
E319,E319,DISFUNCION POLIGLANDULAR
E320,E320,HIPERPLASIA PERSISTENTE DEL TIMO
E321,E321,ABSCESO DEL TIMO
E328,E328,OTRAS ENFERMEDADES DEL TIMO
E329,E329,ENFERMEDAD DEL TIMO
E340,E340,SINDROME CARCINOIDE
E341,E341,OTRAS HIPERSECRECIONES DE HORMONAS INTESTINALES
E342,E342,SECRECION HORMONAL ECTOPICA
E343,E343,ENANISMO
E344,E344,ESTATURA ALTA CONSTITUCIONAL
E345,E345,SINDROME DE RESISTENCIA ANDROGENICA
E348,E348,OTROS TRASTORNOS ENDOCRINOS ESPECIFICADOS
E349,E349,TRASTORNO ENDOCRINO
E350,E350,TRASTORNOS DE LA GLANDULA TIROIDES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
E351,E351,TRASTORNOS DE LAS GLANDULAS SUPRARRENALES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
E358,E358,TRASTORNOS DE OTRAS GLANDULAS ENDOCRINAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
E40X,E40,KWASHIORKOR
E41X,E41,MARASMO NUTRICIONAL
E42X,E42,KWASHIORKOR MARASMATICO
E43X,E43,DESNUTRICION PROTEICOCALORICA SEVERA
E440,E440,DESNUTRICION PROTEICOCALORICA MODERADA
E441,E441,DESNUTRICION PROTEICOCALORICA LEVE
E449,E449,DESNUTRICION AGUDA
E45X,E45,RETARDO DEL DESARROLLO DEBIDO A DESNUTRICION PROTEICOCALORICA
E46X,E46,DESNUTRICION PROTEICOCALORICA
E500,E500,DEFICIENCIA DE VITAMINA A CON XEROSIS CONJUNTIVAL
E501,E501,DEFICIENCIA DE VITAMINA A CON MANCHA DE BITOT Y XEROSIS CONJUNTIVAL
E502,E502,DEFICIENCIA DE VITAMINA A CON XEROSIS CORNEAL
E503,E503,DEFICIENCIA DE VITAMINA A CON ULCERACION CORNEAL Y XEROSIS
E504,E504,DEFICIENCIA DE VITAMINA A CON QUERATOMALACIA
E505,E505,DEFICIENCIA DE VITAMINA A CON CEGUERA NOCTURNA
E506,E506,DEFICIENCIA DE VITAMINA A CON CICATRICES XEROFTALMICAS DE LA CORNEA
E507,E507,OTRAS MANIFESTACIONES OCULARES DE DEFICIENCIA DE VITAMINA A
E508,E508,OTRAS MANIFESTACIONES DE DEFICIENCIA DE VITAMINA A
E509,E509,DEFICIENCIA DE VITAMINA A
E511,E511,BERIBERI
E512,E512,ENCEFALOPATIA DE WERNICKE
E518,E518,OTRAS MANIFESTACIONES DE LA DEFICIENCIA DE TIAMINA
E519,E519,DEFICIENCIA DE TIAMINA
E52X,E52,DEFICIENCIA DE NIACINA [PELAGRA]
E530,E530,DEFICIENCIA DE RIBOFLAVINA
E531,E531,DEFICIENCIA DE PIRIDOXINA
E538,E538,DEFICIENCIA DE OTRAS VITAMINAS DEL GRUPO B
E539,E539,DEFICIENCIA DE VITAMINA B
E54X,E54,DEFICIENCIA DE ACIDO ASCORBICO
E550,E550,RAQUITISMO ACTIVO
E559,E559,DEFICIENCIA DE VITAMINA D
E560,E560,DEFICIENCIA DE VITAMINA E
E561,E561,DEFICIENCIA DE VITAMINA K
E568,E568,DEFICIENCIA DE OTRAS VITAMINAS
E569,E569,DEFICIENCIA DE VITAMINA
E58X,E58,DEFICIENCIA DIETETICA DE CALCIO
E59X,E59,DEFICIENCIA DIETETICA DE SELENIO
E60X,E60,DEFICIENCIA DIETETICA DE ZINC
E610,E610,DEFICIENCIA DE COBRE
E611,E611,DEFICIENCIA DE HIERRO
E612,E612,DEFICIENCIA DE MAGNESIO
E613,E613,DEFICIENCIA DE MANGANESO
E614,E614,DEFICIENCIA DE CROMO
E615,E615,DEFICIENCIA DE MOLIBDENO
E616,E616,DEFICIENCIA DE VANADIO
E617,E617,DEFICIENCIA DE MULTIPLES ELEMENTOS NUTRICIONALES
E618,E618,DEFICIENCIA DE OTROS ELEMENTOS NUTRICIONALES ESPECIFICADOS
E619,E619,DEFICIENCIA DE OTRO ELEMENTO NUTRICIONAL
E630,E630,DEFICIENCIA DE ACIDOS GRASOS ESENCIALES [AGE]
E631,E631,DESEQUILIBRIO DE LOS CONSTITUYENTES EN LA DIETA
E638,E638,OTRAS DEFICIENCIAS NUTRICIONALES ESPECIFICADAS
E639,E639,DEFICIENCIA NUTRICIONAL
E640,E640,SECUELAS DE LA DESNUTRICION PROTEICOCALORICA
E641,E641,SECUELAS DE LA DEFICIENCIA DE VITAMINA A
E642,E642,SECUELAS DE LA DEFICIENCIA DE VITAMINA C
E643,E643,SECUELAS DEL RAQUITISMO
E648,E648,SECUELAS DE OTRAS DEFICIENCIAS NUTRICIONALES
E649,E649,SECUELAS DE LA DEFICIENCIA NUTRICIONAL NO ESPECIFICADA
E65X,E65,ADIPOSIDAD LOCALIZADA
E660,E660,OBESIDAD DEBIDA A EXCESO DE CALORIAS
E661,E661,OBESIDAD INDUCIDA POR DROGAS
E662,E662,OBESIDAD EXTREMA CON HIPOVENTILACION ALVEOLAR
E668,E668,OTROS TIPOS DE OBESIDAD
E669,E669,OBESIDAD
E670,E670,HIPERVITAMINOSIS A
E671,E671,HIPERCAROTINEMIA
E672,E672,SINDROME DE MEGAVITAMINA B6
E673,E673,HIPERVITAMINOSIS D
E678,E678,OTROS TIPOS DE HIPERALIMENTACION ESPECIFICADOS
E68X,E68,SECUELAS DE HIPERALIMENTACION
E700,E700,FENILCETONURIA CLASICA
E701,E701,OTRAS HIPERFENILALANINEMIAS
E702,E702,TRASTORNOS DEL METABOLISMO DE LA TIROSINA
E703,E703,ALBINISMO
E708,E708,OTROS TRASTORNOS DEL METABOLISMO DE LOS AMINOACIDOS AROMATICOS
E709,E709,TRASTORNO DEL METABOLISMO DE LOS AMINOACIDOS AROMATICOS
E710,E710,ENFERMEDAD DE LA ORINA EN JARABE DE ARCE
E711,E711,OTROS TRASTORNOS DEL METABOLISMO DE LOS AMINOACIDOS DE CADENA RAMIFICADA
E712,E712,OTROS TRASTORNOS DEL METABOLISMO DE LOS AMINOACIDOS DE CADENA RAMIFICADA
E713,E713,TRASTORNOS DEL METABOLISMO DE LOS ACIDOS GRASOS
E720,E720,TRASTORNOS DEL TRANSPORTE DE LOS AMINOACIDOS
E721,E721,TRASTORNOS DEL METABOLISMO DE LOS AMINOACIDOS AZUFRADOS
E722,E722,TRASTORNOS DEL METABOLISMO DEL CICLO DE LA UREA
E723,E723,TRASTORNOS DEL METABOLISMO DE LA LISINA Y LA HIDROXILISINA
E724,E724,TRASTORNOS DEL METABOLISMO DE LA ORNITINA
E725,E725,TRASTORNOS DEL METABOLISMO DE LA GLICINA
E728,E728,OTROS TRASTORNOS ESPECIFICADOS DEL METABOLISMO DE LOS AMINOACIDOS
E729,E729,TRASTORNO DEL METABOLISMO DE LOS AMINOACIDOS
E730,E730,DEFICIENCIA CONGENITA DE LACTASA
E731,E731,DEFICIENCIA SECUNDARIA DE LACTASA
E738,E738,OTROS TIPOS DE INTOLERANCIA A LA LACTOSA
E739,E739,INTOLERANCIA A LA LACTOSA
E740,E740,ENFERMEDAD DEL ALMACENAMIENTO DE GLUCOGENO
E741,E741,TRASTORNOS DEL METABOLISMO DE LA FRUCTOSA
E742,E742,TRASTORNO DEL METABOLISMO DE LA GALACTOSA
E743,E743,OTROS TRASTORNOS DE LA ABSORCION INTESTINAL DE CARBOHIDRATOS
E744,E744,TRASTORNOS DEL METABOLISMO DEL PIRUVATO Y DE LA GLUCONEOGENESIS
E748,E748,OTROS TRASTORNOS ESPECIFICADOS DEL METABOLISMO DE LOS CARBOHIDRATOS
E749,E749,TRASTORNO DEL METABOLISMO DE LOS CARBOHIDRATOS
E750,E750,GANGLIOSIDOSIS GM2
E751,E751,OTRAS GANGLIOSIDOSIS
E752,E752,OTRAS ESFINGOLIPIDOSIS
E753,E753,ESFINGOLIPIDOSIS
E754,E754,LIPOFUSCINOSIS CEROIDE NEURONAL
E755,E755,OTROS TRASTORNOS DEL ALMACENAMIENTO DE LIPIDOS
E756,E756,TRASTORNO DEL ALMACENAMIENTO DE LIPIDOS
E760,E760,MUCOPOLISACARIDOSIS TIPO I
E761,E761,MUCOPOLISACARIDOSIS TIPO II
E762,E762,OTRAS MUCOPOLISACARIDOSIS
E763,E763,MUCOPOLISACARIDOSIS NO ESPECIFICADA
E768,E768,OTROS TRASTORNOS DEL METABOLISMO DE LOS GLUCOSAMINOGLICANOS
E769,E769,TRASTORNO DEL METABOLISMO DE LOS GLUCOSAMINOGLICANOS
E770,E770,DEFECTOS EN LA MODIFICACION POSTRASLACIONAL DE ENZIMAS LISOSOMALES
E771,E771,DEFECTOS DE LA DEGRADACION DE GLUCOPROTEINAS
E778,E778,OTROS TRASTORNOS DEL METABOLISMO DE LAS GLUCOPROTEINAS
E779,E779,TRASTORNOS DEL METABOLISMO DE LAS GLUCOPROTEINAS
E780,E780,HIPERCOLESTEROLEMIA PURA
E781,E781,HIPERGLICERIDEMIA PURA
E782,E782,HIPERLIPIDEMIA MIXTA
E783,E783,HIPERQUILOMICRONEMIA
E784,E784,OTRA HIPERLIPIDEMIA
E785,E785,HIPERLIPIDEMIA NO ESPECIFICADA
E786,E786,DEFICIENCIA DE LIPOPROTEINAS
E788,E788,OTROS TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS
E789,E789,TRASTORNO DEL METABOLISMO DE LAS LIPOPROTEINAS
E790,E790,HIPERURICEMIA SIN SIGNOS DE ARTRITIS INFLAMATORIA Y ENFERMEDAD TOFACEA
E791,E791,SINDROME DE LESCH-NYHAN
E798,E798,OTROS TRASTORNOS DEL METABOLISMO DE LAS PURINAS Y DE LAS PIRIMIDINAS
E799,E799,TRASTORNO DEL METABOLISMO DE LAS PURINAS Y DE LAS PIRIMIDINAS
E800,E800,PORFIRIA ERITROPOYETICA HEREDITARIA
E801,E801,PORFIRIA CUTANEA TARDIA
E802,E802,OTRAS PORFIRIAS
E803,E803,DEFECTOS DE CATALASA Y PEROXIDASA
E804,E804,SINDROME DE GILBERT
E805,E805,SINDROME DE CRIGLER-NAJJAR
E806,E806,OTROS TRASTORNOS DEL METABOLISMO DE LA BILIRRUBINA
E807,E807,TRASTORNO DEL METABOLISMO DE LA BILIRRUBINA
E830,E830,TRASTORNOS DEL METABOLISMO DEL COBRE
E831,E831,TRASTORNOS DEL METABOLISMO DEL HIERRO
E832,E832,TRASTORNOS DEL METABOLISMO DEL ZINC
E833,E833,TRASTORNOS DEL METABOLISMO DEL FOSFORO Y FOSFATASA
E834,E834,TRASTORNOS DEL METABOLISMO DEL MAGNESIO
E835,E835,TRASTORNOS DEL METABOLISMO DEL CALCIO
E838,E838,OTROS TRASTORNOS DEL METABOLISMO DE LOS MINERALES
E839,E839,TRASTORNO DEL METABOLISMO DE LOS MINERALES
E840,E840,FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES
E841,E841,FIBROSIS QUISTICA CON MANIFESTACIONES INTESTINALES
E848,E848,FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES
E849,E849,FIBROSIS QUISTICA
E850,E850,AMILOIDOSIS HEREDOFAMILIAR NO NEUROPATICA
E851,E851,AMILOIDOSIS HEREDOFAMILIAR NEUROPATICA
E852,E852,AMILOIDOSIS HEREDOFAMILIAR NO ESPECIFICADA
E853,E853,AMILOIDOSIS SISTEMICA SECUNDARIA
E854,E854,AMILOIDOSIS LIMITADA A UN ORGANO
E858,E858,OTRAS AMILOIDOSIS
E859,E859,AMILOIDOSIS
E86X,E86,DEPLECION DEL VOLUMEN
E870,E870,HIPEROSMOLARIDAD E HIPERNATREMIA
E871,E871,HIPOSMOLARIDAD E HIPONATREMIA
E872,E872,ACIDOSIS
E873,E873,ALCALOSIS
E874,E874,TRASTORNOS MIXTOS DEL BALANCE ACIDO-BASICO
E875,E875,HIPERPOTASEMIA
E876,E876,HIPOPOTASMIA
E877,E877,SOBRECARGA DE LIQUIDOS
E878,E878,OTROS TRASTORNOS DEL EQUILIBRIO DE LOS ELECTROLITOS Y DE LOS LIQUIDOS
E880,E880,TRASTORNOS DEL METABOLISMO DE LAS PROTEINAS PLASMATICAS
E881,E881,LIPODISTROFIA
E882,E882,LIPOMATOSIS
E883,E883,SINDROME DE LISIS TUMORAL
E888,E888,OTROS TRASTORNOS ESPECIFICADOS DEL METABOLISMO
E889,E889,TRASTORNO METABOLICO
E890,E890,HIPOTIROIDISMO CONSECUTIVO A PROCEDIMIENTOS
E891,E891,HIPOINSULINEMIA CONSECUTIVA A PROCEDIMIENTOS
E892,E892,HIPOPARATIROIDISMO CONSECUTIVO A PROCEDIMIENTOS
E893,E893,HIPOPITUITARISMO CONSECUTIVO A PROCEDIMIENTOS
E894,E894,INSUFICIENCIA OVARICA CONSECUTIVA A PROCEDIMIENTOS
E895,E895,HIPOFUNCION TESTICULAR CONSECUTIVA A PROCEDIMIENTOS
E896,E896,HIPOFUNCION ADRENOCORTICAL [MEDULA SUPRARRENAL] CONSECUTIVA A PROCEDIMIENTOS
E898,E898,OTROS TRASTORNOS METABOLICOS Y ENDOCRINOS CONSECUTIVOS A PROCEDIMIENTOS
E899,E899,TRASTORNO ENDOCRINO Y METABOLICO CONSECUTIVO A PROCEDIMIENTOS
E90X,E90,TRASTORNOS NUTRICIONALES Y METABOLICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
F000,F000,DEMENCIA  EN LA ENFERMEDAD DE ALZHEIMER
F001,F001,DEMENCIA  EN LA ENFERMEDAD DE ALZHEIMER
F002,F002,DEMENCIA  EN LA ENFERMEDAD DE ALZHEIMER
F009,F009,DEMENCIA  EN LA ENFERMEDAD DE ALZHEIMER
F010,F010,DEMENCIA  VASCULAR DE COMIENZO AGUDO
F011,F011,DEMENCIA  VASCULAR POR INFARTOS MULTIPLES
F012,F012,DEMENCIA  VASCULAR SUBCORTICAL
F013,F013,DEMENCIA  VASCULAR MIXTA
F018,F018,OTRAS DEMENCIA VASCULARES
F019,F019,DEMENCIA  VASCULAR
F020,F020,DEMENCIA  EN LA ENFERMEDAD DE PICK
F021,F021,DEMENCIA  EN LA ENFERMEDAD DE CREUTZFELDT-JAKOB
F022,F022,DEMENCIA  EN LA ENFERMEDAD DE HUNTINGTON
